gene_id,log2FoldChange,log2CPM,PValue,FDR,up_down
CRYBA4,-1.052291477,-2.88213568,0.001679009,0.003611971,Down
TRIM60,2.816802467,-3.121612645,0.001684401,0.003621817,Up
WEE2,1.131012305,-2.180136015,0.00168861,0.003629992,Up
MYT1,1.624747185,0.787756362,0.001692904,0.003638344,Up
PATE4,1.412535213,-3.473640217,0.001693381,0.003638929,Up
SSX3,3.183787185,-2.334143806,0.001703672,0.003658833,Up
C17orf64,1.178437538,-3.048189368,0.00170409,0.00365929,Up
FGF4,2.000690289,-2.347590626,0.001719826,0.003691298,Up
OR11G2,1.538379099,-2.745931863,0.001722045,0.003695169,Up
SLC13A1,2.719364759,-2.141825871,0.001734028,0.003718192,Up
SBK2,1.958748203,-1.715814337,0.0017568,0.003762486,Up
CRYBA2,-1.2413778,-0.106993636,0.001764506,0.003776263,Down
PCDHA5,1.488119927,-1.078718751,0.001774928,0.003795829,Up
PAK7,-1.236847128,-1.009445023,0.0017878,0.003820142,Down
DRC1,1.170204675,-1.455126241,0.00180186,0.003847875,Up
C11orf53,1.450114567,2.163051439,0.001817219,0.003877882,Up
C2orf78,1.958178089,-3.606492354,0.001819425,0.003882124,Up
FCRL2,-1.024656657,1.448511902,0.001824088,0.003890673,Down
FOLR4,2.166115457,-3.464352385,0.001832081,0.003906318,Up
AVPR1B,-1.078813816,-2.3756143,0.001849858,0.003940443,Down
CES5A,1.730992328,-2.919446522,0.001859621,0.00395887,Up
ZNF99,1.247392649,-1.709017535,0.00187883,0.003996415,Up
OR10W1,1.927580714,-3.611117463,0.001889219,0.004016594,Up
KCNT1,1.04757423,0.15152441,0.00189545,0.004027436,Up
NR5A1,1.764224213,-2.147815298,0.001934587,0.0041008,Up
PAQR9,1.369498687,-2.029151586,0.001947833,0.004125436,Up
UGT2B10,2.946974251,-2.238958509,0.001955598,0.004140404,Up
HIST1H2BM,1.104737798,-1.563446477,0.001963533,0.004156709,Up
CDC20B,1.340122259,-1.973361409,0.001971267,0.00417209,Up
KLK14,1.137281353,-0.39235915,0.001983245,0.004193949,Up
GABBR2,1.538047104,0.85122117,0.00198518,0.00419684,Up
CACNG4,1.558955919,2.430881314,0.00198532,0.00419684,Up
PON3,1.440998295,2.599428347,0.001992818,0.004210688,Up
NPFFR2,1.683727582,-1.191265246,0.00199465,0.004214058,Up
HSD3B2,2.260025668,-1.281867404,0.001995311,0.004214955,Up
TRHR,1.325135909,-3.152349322,0.00200462,0.004233113,Up
SERPINA3,1.474448641,0.387665657,0.002015884,0.004254878,Up
S100A7A,3.301009754,0.320476588,0.002036298,0.004292874,Up
TNS4,1.471145074,7.296719121,0.002048861,0.004317313,Up
KCNK9,1.080316937,1.057359033,0.002050254,0.004318398,Up
TM4SF19,1.130061002,-1.960785922,0.002082087,0.004380062,Up
ELSPBP1,2.587145018,-2.749261902,0.002096994,0.004405173,Up
ALX1,2.811565623,-2.098406575,0.002118744,0.004449287,Up
ZBBX,1.963409941,-2.684755273,0.002120929,0.004452825,Up
KCNJ10,1.116024564,1.474061435,0.002121891,0.00445432,Up
CA5A,1.965500471,-2.697312545,0.002149106,0.004507727,Up
UGT2A1,1.951201565,-3.440310282,0.002172457,0.00455394,Up
KRTAP5-9,1.014202852,-2.528080758,0.002179992,0.004566587,Up
DNAI2,1.174176582,-2.435826565,0.002205073,0.004614895,Up
OR10A2,1.175338579,-0.893588366,0.002205128,0.004614895,Up
MT3,-1.174680392,-1.83490078,0.002217868,0.004639376,Down
C6orf222,1.042599513,4.951640613,0.002227938,0.004658796,Up
PDCL2,1.909824657,-2.864151133,0.002248238,0.004699036,Up
WNT3A,-1.164076931,-1.568634006,0.002253863,0.004709133,Down
GRK7,1.146656188,-2.859578934,0.00233446,0.004862115,Up
SOAT2,-1.314632114,0.693020554,0.002342436,0.004878155,Down
CRYBB2,1.161222863,-2.297720012,0.0023576,0.004908012,Up
AKR1C4,1.325008174,0.929676944,0.002387364,0.004962702,Up
PLA2G2A,1.73564694,8.747984902,0.002471275,0.005126067,Up
PHF21B,-1.037187004,-1.180515208,0.002485962,0.00515593,Down
CPN2,1.654607698,-1.7722115,0.002506749,0.005196619,Up
ASB15,1.698520444,-2.291181165,0.002513629,0.005209668,Up
POM121L2,1.474764253,-2.834678707,0.002516064,0.005214107,Up
LGALS14,3.353854736,-2.425534721,0.002527968,0.005234508,Up
GBX1,1.928875178,-3.341138546,0.002545461,0.00526889,Up
POTEC,1.993606075,-3.035673013,0.002547011,0.005271487,Up
GHSR,-1.131795146,-3.448062459,0.00256184,0.005299712,Down
FOXD4L4,1.232969261,-3.445572155,0.002564975,0.005305581,Up
CLEC6A,1.263596311,-2.159894508,0.002639896,0.005445358,Up
DYDC1,1.756553153,-3.877313181,0.002657836,0.005481093,Up
AC087762.1,1.528575038,-3.493570167,0.002661626,0.005487001,Up
BANF2,1.999540933,-2.214994959,0.002672742,0.005508004,Up
GTSF1,1.644770275,2.736136317,0.002688925,0.005539428,Up
CDH18,-1.208872759,-1.870408207,0.002694614,0.005550506,Down
H2BFS,1.068551283,-2.954399732,0.002715241,0.005586526,Up
GADL1,-1.22823959,-1.624836228,0.002737985,0.005630067,Down
OR10H1,1.290368178,-2.419054888,0.00275178,0.005655818,Up
C7orf71,1.165548768,-3.013709979,0.002794233,0.005734462,Up
KRT79,-1.116051644,-3.058909063,0.002825513,0.005793979,Down
ONECUT3,1.604558945,4.992656801,0.002858459,0.005857487,Up
OTUD6A,2.266664412,-3.388172016,0.002861618,0.005861936,Up
FGF5,-1.057497297,-0.778314749,0.002957426,0.006040808,Down
ITGBL1,1.070273424,3.410690981,0.002985476,0.006092509,Up
SAMD7,1.850059726,-2.771437242,0.00300705,0.006133016,Up
PRR9,3.476666373,-1.809148104,0.003008516,0.006135289,Up
ZIC4,2.286348824,-1.439091289,0.003008854,0.006135289,Up
LY6G6E,2.208966817,-3.523427254,0.003059682,0.006228227,Up
PNMT,1.468145368,-0.046273022,0.003078554,0.006263774,Up
MT1H,-1.061394771,2.799514001,0.003100303,0.006305143,Down
ATP10B,1.06354993,6.61597342,0.003104506,0.006312969,Up
KRT75,2.692609781,-1.819963894,0.003140974,0.006379834,Up
KIR2DL3,1.074988489,-2.332751825,0.003164528,0.006420215,Up
ROPN1B,1.255112076,-1.951119837,0.00317711,0.006443671,Up
GPR98,1.205787531,1.345627691,0.003194808,0.006475135,Up
IGFBPL1,1.343174714,3.220364044,0.003198907,0.006482706,Up
GALNTL6,1.390800764,0.043958146,0.003230841,0.006541745,Up
ELANE,2.293877185,1.825842855,0.0032414,0.0065606,Up
C1orf110,1.890876984,1.633151375,0.003244853,0.006565348,Up
TAS2R13,1.006821977,-3.203312292,0.003265417,0.00660245,Up
DGCR6,1.106144554,-2.34409598,0.003274234,0.006619526,Up
PYDC1,1.764038017,-2.677441452,0.003293253,0.006654196,Up
NKX3-2,-1.002154698,1.648750581,0.003300652,0.006668389,Down
LGR6,1.303213285,3.969265967,0.003314471,0.006692508,Up
GPC3,1.371153744,5.338844166,0.003338134,0.006735701,Up
ASTL,1.059921033,-1.462590035,0.003369627,0.006790522,Up
SPATA21,1.112727191,-1.650439699,0.003384972,0.006815819,Up
KLK6,1.872157978,5.20805027,0.003489562,0.007003133,Up
BAGE5,2.480868468,-2.98341085,0.003491115,0.007005459,Up
CLLU1,1.230032868,-2.523006053,0.00352834,0.007071385,Up
ATP6V0A4,-1.238848074,0.398444839,0.003533712,0.007080516,Down
TCP10L2,1.56787941,-1.644792669,0.003551423,0.007114442,Up
PSG9,2.275709698,-3.255538819,0.003552886,0.007115771,Up
OR2L13,-1.155925076,-3.773616558,0.003553294,0.007115786,Down
ZFP57,1.950864569,0.883614163,0.003574166,0.007156779,Up
MOGAT1,1.574211291,-1.613233485,0.003585217,0.007177292,Up
ALX3,2.557989677,-2.950089657,0.003585883,0.007177817,Up
PTF1A,-1.539977142,-1.163583137,0.003615254,0.007228477,Down
NPIPB8,1.156241734,-3.345773705,0.003629327,0.007253354,Up
DMRT1,1.590480891,-2.846348856,0.003640814,0.007273368,Up
DMRTC2,1.99541047,-2.428294867,0.003661993,0.007305785,Up
GJA3,1.28384225,1.095667078,0.00367664,0.007331441,Up
PSG1,2.568231731,-2.480073087,0.003721415,0.00741574,Up
APOBEC4,1.127454129,-1.968847117,0.003764376,0.007497991,Up
OPRK1,1.836895628,-1.035867522,0.003811358,0.007582233,Up
SLC9A3,-1.030370749,4.925087619,0.003852793,0.007657813,Down
CLPS,3.685730171,4.558990795,0.003860577,0.007671571,Up
CACNA1I,1.046677849,0.487560083,0.003909381,0.007756424,Up
AMBP,1.316862054,1.712029251,0.003952005,0.007834005,Up
SYT14,1.248498361,-0.107555513,0.003956452,0.007840199,Up
RAD21L1,1.418733699,-3.180893417,0.003964166,0.007852861,Up
ITIH6,1.404534043,-1.236417557,0.003971781,0.00786532,Up
SEZ6,1.408701798,1.344197433,0.00407026,0.00804601,Up
CLEC18C,1.520778836,-3.172182571,0.004072013,0.008048582,Up
PRSS1,2.294354173,5.94532788,0.004116921,0.008131021,Up
SOX8,1.244811607,2.698143306,0.004144488,0.008180926,Up
HCN1,-1.036331909,-1.577544614,0.004158657,0.008207984,Down
ZNF683,1.077192333,2.006506961,0.004163655,0.008216159,Up
OR10K1,1.9372771,-3.833877162,0.00417271,0.008230245,Up
TMC2,1.148492321,-1.072921329,0.004175083,0.008234012,Up
CNNM1,1.035213413,3.036200729,0.004182579,0.008247882,Up
IFNK,1.079583094,-3.298755647,0.004210634,0.008297686,Up
RP11-683L23.1,1.286169421,-2.438378752,0.004241516,0.008354842,Up
HFE2,1.280329903,-3.450712945,0.004248022,0.008366731,Up
VSIG8,-1.166549136,-2.960052307,0.004267298,0.008401907,Down
OR4Q3,2.141836077,-3.917744691,0.004288277,0.008439477,Up
TREML2,1.169482369,1.455231557,0.004320844,0.008496992,Up
OR1I1,1.062153168,-2.602781199,0.00433893,0.008526903,Up
SP5,1.151247242,3.603325991,0.004358261,0.008561111,Up
TTPA,1.28066894,0.849169566,0.004368994,0.008581247,Up
SLC38A5,1.016837854,4.617358332,0.004382942,0.008605791,Up
USP41,1.225442234,-1.594505076,0.004389324,0.008617372,Up
SLC7A10,2.013436155,0.297489163,0.004390853,0.008619423,Up
EDAR,1.144487118,3.562805667,0.004400011,0.008635495,Up
AQP6,1.052796176,-1.004594713,0.004403781,0.008640988,Up
HIST1H4L,1.170875847,-2.900093549,0.004435053,0.008695636,Up
NMUR2,1.699135989,2.517758936,0.00464949,0.009079057,Up
KRT35,-1.589826469,-3.37037531,0.004661839,0.009100175,Down
EIF1AY,-1.2465521,3.255758237,0.00467741,0.009123565,Down
DRD2,1.453847017,0.118812332,0.004691488,0.009150022,Up
HIST1H2AM,1.107376998,-3.239870517,0.004719215,0.009199056,Up
ZBTB8B,1.12914758,-1.508116323,0.00482068,0.009382449,Up
AQP12A,2.555583684,-0.633878297,0.004896189,0.00951796,Up
KCNG4,1.501706078,-3.097274306,0.004913223,0.009544816,Up
ZAR1L,1.225565916,-3.620192427,0.004924102,0.009564907,Up
PRR23B,2.437357804,-3.886779707,0.004939986,0.009591572,Up
C1orf61,1.015417571,0.289630504,0.004980373,0.009657343,Up
MAP7D2,-1.057297544,2.536508459,0.005124729,0.009913493,Down
T,1.951129532,-2.529215391,0.005199217,0.010043391,Up
NOX3,2.343026812,-2.793623049,0.005225216,0.010085947,Up
MUC4,1.331312778,6.797802597,0.005284023,0.010190615,Up
AFM,3.222411406,-0.737582477,0.005334411,0.010277766,Up
NPIPB15,1.02024602,1.931066928,0.005360517,0.010325829,Up
AQP12B,2.303170782,-0.327161996,0.005434174,0.010448483,Up
MYCN,1.116197082,2.926294003,0.005510456,0.010584858,Up
IFITM5,1.250874761,-2.659986773,0.00551594,0.010594249,Up
C1orf158,1.4883671,-2.866530435,0.005609129,0.010754658,Up
CXCR5,-1.074935077,-0.676898546,0.00567799,0.01086912,Down
PRDM9,1.917292954,-2.897912228,0.00570732,0.010922915,Up
C17orf98,1.401161912,-3.253947384,0.005721493,0.010944154,Up
RETN,1.205493784,-1.526180198,0.005765483,0.011015778,Up
CD5L,2.124345891,-1.868867349,0.005773825,0.011030027,Up
ZNF730,1.035779592,-1.444420687,0.00587512,0.011204289,Up
TM4SF4,-1.127268379,5.553805272,0.005933356,0.011308077,Down
GPR143,1.162392143,1.1728313,0.005971952,0.011375542,Up
TTC29,1.996649535,-2.428790003,0.006016446,0.01145049,Up
HYAL4,1.159809183,-1.971288584,0.006176468,0.011716193,Up
CYP2B6,1.395580157,4.276832409,0.006245615,0.011828444,Up
MS4A15,-1.123890268,0.320886535,0.006326354,0.011962255,Down
SNCAIP,1.013150187,3.123633218,0.006362448,0.012027947,Up
USP29,2.116536886,-3.080815478,0.00644952,0.012183493,Up
SSMEM1,1.621332227,-3.565773371,0.006502328,0.01226892,Up
PANX3,1.831753074,-3.206849283,0.006655109,0.012537253,Up
C2orf66,1.092959599,-1.561292774,0.006676988,0.012573614,Up
ACSM4,1.020012156,-2.329767441,0.006742288,0.012684027,Up
KHDC1L,1.814412101,-3.695692973,0.006788233,0.012755626,Up
EGF,1.434382565,0.051252443,0.006816962,0.012799133,Up
CHRNB2,1.387580748,1.157827858,0.006850005,0.012855409,Up
C3orf30,1.85440533,-3.413964481,0.006876652,0.012897818,Up
CNBD1,1.725528296,-3.444302906,0.006980248,0.013076619,Up
CEACAM5,1.189095291,10.01939601,0.00698037,0.013076619,Up
BPIFB1,-1.234209408,8.044364231,0.007014978,0.013132263,Down
ASCL3,1.642043536,-3.067308585,0.007068531,0.013223676,Up
CFHR1,1.555780569,-2.306215015,0.007103505,0.013283516,Up
CRH,2.815884519,-2.770784186,0.007116199,0.013303061,Up
ISX,1.94993742,2.096001169,0.007125655,0.013319339,Up
SPAM1,-1.169087798,-3.70505268,0.007135582,0.013335093,Down
DLX1,1.707964236,0.214391102,0.007265968,0.013555979,Up
KLHL32,1.006719087,0.490808307,0.007442086,0.013856951,Up
DNAI1,1.133055626,-2.238643792,0.007504696,0.013958923,Up
DYDC2,1.401957171,-1.574671484,0.007520212,0.013983398,Up
OPALIN,1.817635398,-3.599261574,0.007603336,0.014117308,Up
LKAAEAR1,1.147236808,-2.573553932,0.007723984,0.014317413,Up
GP2,1.801199567,6.935523346,0.007825076,0.014492721,Up
RTBDN,1.172837355,-0.103743046,0.007928018,0.014666587,Up
RGSL1,1.317637177,-2.492346262,0.007969797,0.014734685,Up
OPRD1,1.183170034,0.625621695,0.007998202,0.014784128,Up
UPK1B,-1.185986151,3.153376462,0.008067346,0.014892341,Down
NBPF4,1.537460013,-2.441638452,0.008116124,0.014974098,Up
RBFOX1,1.092097554,-1.107818804,0.008148198,0.015030155,Up
HRK,1.018637984,-0.607049647,0.008205911,0.015130377,Up
AIM2,1.02848149,2.492858463,0.008220911,0.015154857,Up
CDH16,1.476623484,2.301406308,0.008229764,0.015169605,Up
NETO1,1.166704257,-1.881583138,0.008263355,0.01522206,Up
UGT1A1,-1.203416044,-1.437464394,0.008299345,0.015282028,Down
SFTA3,1.960049698,-3.100207882,0.008376984,0.01540413,Up
KCNA4,-1.048320291,-2.726923953,0.00840655,0.015453843,Down
MORC1,1.983677082,-2.094348831,0.00850009,0.015608061,Up
KCNV1,1.779653984,-1.860766474,0.008614692,0.015792419,Up
TRH,1.00943461,-3.036807209,0.008712982,0.015961093,Up
APOF,1.247848407,-2.966247624,0.008749189,0.016020821,Up
APOL5,1.126039784,-3.577267179,0.008780822,0.016067171,Up
CCDC177,1.255599341,-2.30815902,0.008885242,0.016236532,Up
USP9Y,-1.049289147,3.730791751,0.00889402,0.016249234,Down
C18orf42,-1.024210261,-3.595548854,0.009004604,0.016436082,Down
MGAT4D,1.781911781,-3.393254772,0.00902419,0.016466763,Up
SVOPL,1.082711153,-0.820390801,0.009026064,0.016468494,Up
AADACL2,-1.171619475,-1.918861243,0.009029348,0.016472797,Down
GLRA2,1.686888246,-0.862525428,0.009038813,0.016488374,Up
TBR1,1.275897118,-2.614045098,0.009084609,0.016561726,Up
OR2L2,1.299146732,-3.52232014,0.009182771,0.016725258,Up
SNAP25,-1.001161835,2.774433417,0.009187741,0.016732448,Down
MYO18B,1.327005999,0.964993557,0.009225086,0.016790298,Up
MRGPRD,-1.029672208,-3.471105246,0.009268741,0.016862853,Down
TBPL2,1.189987429,-3.058485383,0.009334779,0.016969118,Up
LGSN,1.76911198,1.356560947,0.009402298,0.017076154,Up
SOST,1.272448084,-2.884152554,0.009524333,0.017283678,Up
SH2D6,1.069872467,-0.850628142,0.009582616,0.017377037,Up
C9,1.163018081,-2.48065904,0.009630493,0.017458518,Up
SPINK14,1.399970503,-3.700680027,0.009727978,0.017613708,Up
ADAM29,1.319290424,-3.221671766,0.009797843,0.017725778,Up
SLIT1,1.096177009,1.333095555,0.009830908,0.017780173,Up
KCNU1,1.644386136,-2.586893342,0.009850495,0.017813788,Up
OR2AT4,1.321977964,-2.396344116,0.009874559,0.017855492,Up
GUCA1A,1.056786803,-3.55408443,0.009984964,0.018036799,Up
TDRD9,1.185560889,1.284877097,0.010101317,0.018222927,Up
C1orf141,1.370670686,-3.291285164,0.010119475,0.018253834,Up
PSG11,1.742480915,-3.386737558,0.010265872,0.01848792,Up
EVX2,1.627296089,-3.310787386,0.010282292,0.018515618,Up
VSTM2B,2.349015911,-0.730197384,0.010401884,0.018713265,Up
ADRA2C,1.032579457,2.694989066,0.010436685,0.018767048,Up
ADAM30,1.702338766,-3.593642065,0.01053401,0.018922907,Up
FBN3,1.344881668,0.388496061,0.01053506,0.018922907,Up
EFCAB3,1.816976166,-3.050372356,0.010797212,0.019339117,Up
PRNT,1.738580839,-3.567618478,0.010799117,0.019340583,Up
GAB4,2.187699378,-2.298417776,0.010849341,0.019412945,Up
NLRP13,2.070039467,-2.616815872,0.010897616,0.019489525,Up
SP7,1.316636471,-2.651225976,0.011131351,0.019863617,Up
IRS4,1.882824463,0.509887047,0.011134634,0.019867483,Up
OR7G2,1.322680057,-3.059761572,0.011164953,0.019911597,Up
TMEM88B,1.33558552,-2.28332406,0.011359122,0.020227468,Up
KRT72,-1.0469812,-3.407725682,0.011544692,0.020523,Down
CADPS,1.105047477,3.140752165,0.011596816,0.020605368,Up
HORMAD2,1.677047517,-3.218612776,0.011641469,0.020676448,Up
GLB1L3,1.14005971,-0.544073305,0.011761539,0.020862632,Up
SNTG1,1.513000823,-1.833244316,0.011779826,0.020892986,Up
RPS4Y1,-1.150496855,5.990703789,0.011786724,0.020903138,Down
FGG,2.558598647,3.060659438,0.011815103,0.020945115,Up
ZSCAN5B,1.121728493,-2.71191962,0.012127783,0.021424707,Up
ANKRD34B,1.055132591,-1.606098182,0.012181199,0.021513417,Up
SERPINA5,1.154161449,3.561685828,0.012181626,0.021513417,Up
F13B,-1.198574892,-2.644575086,0.012202625,0.021546225,Down
PRR23A,1.794078485,-3.21880934,0.012210142,0.021557359,Up
KIAA1024L,1.353413988,-3.8243633,0.01226404,0.02164178,Up
PSG6,1.751681179,-3.258437823,0.012298638,0.02170068,Up
NLGN4Y,-1.003665081,2.263732923,0.012441374,0.021926443,Down
ARHGAP40,-1.045627743,0.978534797,0.012449717,0.021938861,Down
TP53TG3D,-1.054108841,-3.137274604,0.01248962,0.022002753,Down
OR2C3,1.23959142,-3.280688607,0.012496716,0.022010896,Up
C2orf83,1.260325803,-2.947765986,0.012560866,0.022113497,Up
ZNF648,1.394534526,-2.738672822,0.012699602,0.02232846,Up
KLK1,1.050152059,4.502363385,0.013183462,0.023094746,Up
CGB7,1.069300611,-2.862371156,0.013243221,0.023185736,Up
WFDC13,1.018098537,-3.178602188,0.01341885,0.023470127,Up
PRSS38,1.876153021,-2.869375786,0.013561097,0.023690977,Up
IFNE,1.23019365,-1.175428823,0.013567039,0.023699031,Up
C8B,1.60545724,-2.441077058,0.013635859,0.02380756,Up
KLK15,1.415957309,-1.223910453,0.013673895,0.023864602,Up
SCN5A,1.000259443,0.933818501,0.013681759,0.023875984,Up
OLFM4,1.517994938,11.15949485,0.01373301,0.023953676,Up
GABRA6,1.706299051,-3.836010657,0.013741771,0.02396191,Up
KLK8,-1.097679244,1.027885818,0.013789367,0.024035483,Down
DAZL,1.080984724,-0.043833431,0.013794088,0.024041356,Up
NXPE2,-1.007936784,-0.227980115,0.013898561,0.024195001,Down
DSC1,-1.09462747,-1.729277251,0.013952893,0.024282456,Down
KLF14,1.277840104,-1.938635915,0.014050868,0.024443401,Up
ZAN,1.192037716,-0.753964879,0.014200184,0.024669388,Up
NLRP8,1.599220064,-3.206124109,0.014475885,0.02508223,Up
RGS8,1.024382767,-2.409613753,0.014635798,0.025339569,Up
PRMT8,1.220503651,-2.806293322,0.014646818,0.025356182,Up
OR2G6,1.539496881,-3.524168561,0.015061428,0.025998059,Up
TTYH1,1.061724803,2.779999595,0.015494219,0.026667502,Up
ARGFX,1.219342975,-2.241040667,0.0157126,0.02703029,Up
PRDM14,1.410995262,-2.859743588,0.015988924,0.027466552,Up
CGB2,2.087594151,-3.655943968,0.016401446,0.028106609,Up
ABCA12,1.069003745,3.041345905,0.016420397,0.028136375,Up
TREML4,1.073824263,-2.885609469,0.016564392,0.028358533,Up
LYZL4,1.344129735,-3.516437233,0.016569078,0.028363825,Up
CCDC63,1.421792366,-3.140705414,0.016603967,0.028407153,Up
TDGF1,1.172825227,1.776058945,0.016626799,0.028435279,Up
SERPINB11,-1.705829768,0.92331658,0.016855606,0.028782323,Down
GABRA2,1.040829063,2.087025798,0.017099653,0.029162668,Up
ZPLD1,1.007971027,-0.607813357,0.017332309,0.02951984,Up
IL20,1.056463042,-2.963956013,0.017473583,0.029729152,Up
CRX,1.059355537,-1.321030835,0.017520082,0.029805413,Up
CFC1,-1.26333704,-2.875182672,0.01795599,0.030479959,Down
HMX3,1.501440459,0.611894412,0.018012363,0.030564728,Up
A4GNT,-1.0353618,2.855269781,0.018077427,0.030658567,Down
SCN1A,1.126896184,-1.969493721,0.01807844,0.030658567,Up
DPEP1,-1.008946748,5.229033237,0.018136428,0.030745186,Down
C4orf51,1.094259028,-2.860778953,0.018156962,0.030777063,Up
FOXL2NB,1.286533124,-1.318482029,0.018223929,0.030878809,Up
DNAH9,1.018852211,0.275348301,0.018235374,0.030894493,Up
ZIM3,1.513402445,-3.333310385,0.018489181,0.031265728,Up
MYOG,1.20868105,-3.55341628,0.018643928,0.031500466,Up
SERPINB10,-1.025304093,-2.683028397,0.018866467,0.031834194,Down
GPR123,1.49940184,-0.531455832,0.019150019,0.032260584,Up
IL4,1.01810979,-3.590359143,0.019375282,0.032569144,Up
HORMAD1,1.191621424,1.131557913,0.019451002,0.032690251,Up
CACNG5,1.087934038,-1.712887429,0.019499735,0.032756682,Up
DRD5,1.061978829,-3.13355835,0.019537593,0.032807889,Up
NOBOX,1.718942459,-3.480346286,0.019636818,0.032962063,Up
OR8G5,1.671802163,-2.948237512,0.019768946,0.033149454,Up
RHAG,-1.009193132,-2.5257515,0.019847989,0.033263188,Down
GALNTL5,1.487248985,-2.681820353,0.019927942,0.033394036,Up
OR4D10,1.862990685,-3.698769071,0.020016233,0.033529357,Up
CNTNAP4,1.804459577,-2.597241346,0.020059097,0.033594834,Up
KRT83,1.467902721,-2.70885008,0.020068714,0.033607777,Up
